Index,job_title,mean_sal_est,company,Location,State,col_state,Headquarters,Size,Founded,Industry
2150,Student Data Analyst,$44 ,"University of Georgia
4.2","Athens, GA",GA,87.3,"Athens, GA",10000+ employees,1785,Colleges & Universities
2151,Junior Data Analyst,$44 ,"Staffigo Technical Services, LLC
5.0","Athens, GA",GA,87.3,"Woodridge, IL",51 to 200 employees,2008,IT Services
2152,Data Analyst,$44 ,"Staffigo Technical Services, LLC
5.0","Athens, GA",GA,87.3,"Woodridge, IL",51 to 200 employees,2008,IT Services
2153,Data Analyst Junior,$44 ,"Staffigo Technical Services, LLC
5.0","Athens, GA",GA,87.3,"Woodridge, IL",51 to 200 employees,2008,IT Services
505,Junior Data Analyst,$42 ,"Staffigo Technical Services, LLC
5.0","Gainesville, FL",FL,97.3,"Woodridge, IL",51 to 200 employees,2008,IT Services
506,Data Analyst,$42 ,"Staffigo Technical Services, LLC
5.0","Gainesville, FL",FL,97.3,"Woodridge, IL",51 to 200 employees,2008,IT Services
507,Data Analyst,$42 ,"University of Florida
4.3","Gainesville, FL",FL,97.3,"Gainesville, FL",10000+ employees,1853,Colleges & Universities
508,AvMed Data Governance Analyst,$42 ,"AvMed Health Plans
3.1","Gainesville, FL",FL,97.3,"Gainesville, FL",501 to 1000 employees,1996,Insurance Carriers
509,Data Management Analyst II,$42 ,"Shands Jacksonville
3.3","Alachua, FL",FL,97.3,"Jacksonville, FL",1001 to 5000 employees,1984,Health Care Services & Hospitals
510,Data Analyst Junior,$42 ,"Staffigo Technical Services, LLC
5.0","Gainesville, FL",FL,97.3,"Woodridge, IL",51 to 200 employees,2008,IT Services
511,Data Analyst â Junior,$42 ,"Staffigo Technical Services, LLC
5.0","Gainesville, FL",FL,97.3,"Woodridge, IL",51 to 200 employees,2008,IT Services
512,IT Analyst III Data Systems,$42 ,"Shands Jacksonville
3.3","Gainesville, FL",FL,97.3,"Jacksonville, FL",1001 to 5000 employees,1984,Health Care Services & Hospitals
1342,Business Data Analyst,$42 ,"Diversant LLC
3.8","Dallas, TX",TX,89.1,"Red Bank, NJ",1001 to 5000 employees,2005,Staffing & Outsourcing
1343,"Analyst, Data & Design",$42 ,"Dallas ISD
3.3","Dallas, TX",TX,89.1,"Dallas, TX",10000+ employees,1867,Preschool & Child Care
1344,Data Analyst,$42 ,StaffingSoft Inc.,"Irving, TX",TX,89.1,-1,-1,-1,-1
1345,Data Quality Analyst,$42 ,"Signify Health
3.6","Dallas, TX",TX,89.1,"Dallas, TX",501 to 1000 employees,2017,Health Care Services & Hospitals
1346,Data Analyst,$42 ,"Kforce
4.1","Dallas, TX",TX,89.1,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing
1347,Data Analyst,$42 ,"Financial Additions
4.6","Dallas, TX",TX,89.1,"Dallas, TX",1 to 50 employees,1999,Investment Banking & Asset Management
1348,"Analyst I, Data & Design",$42 ,"Dallas Independent School District
3.3","Dallas, TX",TX,89.1,"Dallas, TX",10000+ employees,1867,Preschool & Child Care
1349,Data Analyst,$42 ,"First American Financial Corporation
3.4","Irving, TX",TX,89.1,"Santa Ana, CA",10000+ employees,1889,Insurance Carriers
1350,Client Data Analyst,$42 ,"Signify Health
3.6","Dallas, TX",TX,89.1,"Dallas, TX",501 to 1000 employees,2017,Health Care Services & Hospitals
1351,HR Data Analyst II,$42 ,"Federal Reserve Bank (FRB)
4.1","Dallas, TX",TX,89.1,"Washington, DC",1001 to 5000 employees,1913,Federal Agencies
1352,Data Analyst,$42 ,1,"Dallas, TX",TX,89.1,-1,-1,-1,-1
1353,Healthcare Data Analyst,$42 ,"VITALWARE LLC
3.8","Dallas, TX",TX,89.1,"Yakima, WA",51 to 200 employees,2010,Health Care Services & Hospitals
1354,IGNITE Graduate Development Program Application Developer / Data Scientist / Business Analyst,$42 ,Atos Healthcare,"Irving, TX",TX,89.1,-1,-1,-1,-1
1355,Data Analyst II,$42 ,"Kubota Tractor
3.6","Grapevine, TX",TX,89.1,"Grapevine, TX",1001 to 5000 employees,1971,Industrial Manufacturing
1356,Data Analyst,$42 ,"Trinity Industries
2.9","Dallas, TX",TX,89.1,"Dallas, TX",10000+ employees,1933,Transportation Equipment Manufacturing
1357,Data Analyst,$42 ,"Randstad US
3.7","Plano, TX",TX,89.1,"Atlanta, GA",1001 to 5000 employees,-1,Staffing & Outsourcing
1358,System/Data Analyst,$42 ,"L&T Infotech
3.5","Irving, TX",TX,89.1,"Mumbai, India",10000+ employees,1997,IT Services
1359,HR Data Analyst II,$42 ,"Federal Reserve Bank of Richmond
3.6","Dallas, TX",TX,89.1,"Richmond, VA",1001 to 5000 employees,1914,Banks & Credit Unions
1360,Data Analyst,$42 ,"Sphinix Solutions
1.0","Plano, TX",TX,89.1,"New York, NY",1 to 50 employees,-1,IT Services
1361,Data Reporting Analyst,$42 ,"A-Line Staffing Solutions
4.1","Dallas, TX",TX,89.1,"Utica, MI",501 to 1000 employees,2004,Staffing & Outsourcing
1362,Sr Data Integrity Analyst,$42 ,"Atmos Energy Corp.
3.8","Dallas, TX",TX,89.1,"Dallas, TX",1001 to 5000 employees,1906,Oil & Gas Services
1363,Data System Analyst,$42 ,"Citi
3.7","Irving, TX",TX,89.1,"New York, NY",10000+ employees,1812,Investment Banking & Asset Management
1364,Data Analyst,$42 ,"Staffigo Technical Services, LLC
5.0","Dallas, TX",TX,89.1,"Woodridge, IL",51 to 200 employees,2008,IT Services
1365,Research Data Analyst,$42 ,"North Central Texas Council of Governments
2.6","Arlington, TX",TX,89.1,"Arlington, TX",201 to 500 employees,1966,Membership Organizations
1366,Data Analyst,$42 ,Corporate G. LLC,"Dallas, TX",TX,89.1,"Bengaluru, India",201 to 500 employees,-1,-1
1367,RAPD Risk Platforms & Data - Analyst,$42 ,"Goldman Sachs
4.0","Dallas, TX",TX,89.1,"New York, NY",10000+ employees,1869,Investment Banking & Asset Management
1368,Business Data Analyst,$42 ,"McAfee
3.5","Plano, TX",TX,89.1,"Santa Clara, CA",5001 to 10000 employees,1987,Computer Hardware & Software
1369,Data Analyst,$42 ,"Conch Technologies, Inc
4.6","Plano, TX",TX,89.1,"Memphis, TN",51 to 200 employees,-1,Consulting
1370,Business Analyst/Data Consultant,$42 ,"Apex Systems
3.8","Irving, TX",TX,89.1,"Glen Allen, VA",1001 to 5000 employees,1995,Staffing & Outsourcing
1371,Data Analyst - Contract Renewals,$42 ,"RealPage
2.8","Richardson, TX",TX,89.1,"Richardson, TX",5001 to 10000 employees,1998,Computer Hardware & Software
1123,Senior Data Analyst,$41 ,"University of Pennsylvania
4.3","Philadelphia, PA",PA,98.9,"Philadelphia, PA",10000+ employees,1740,Colleges & Universities
1124,Data Analyst- Remote,$41 ,"Fred Beans Parts, Inc
1.8","Doylestown, PA",PA,98.9,"Doylestown, PA",51 to 200 employees,-1,-1
1125,Senior Healthcare Data Analyst - Multiple Positions,$41 ,"CHOP
3.7","Philadelphia, PA",PA,98.9,"Philadelphia, PA",1001 to 5000 employees,1855,Health Care Services & Hospitals
1126,Data Analyst D,$41 ,"University of Pennsylvania
4.3","Philadelphia, PA",PA,98.9,"Philadelphia, PA",10000+ employees,1740,Colleges & Universities
1127,Data Analyst,$41 ,"Login Consulting Services, Inc
3.8","Allegheny West, PA",PA,98.9,"El Segundo, CA",51 to 200 employees,-1,Consulting
1128,Data Analyst,$41 ,"ORS Partners
4.0","Paoli, PA",PA,98.9,"Audubon, PA",51 to 200 employees,2012,Staffing & Outsourcing
1129,Data Analyst- Remote,$41 ,"Fred Beans
3.9","Doylestown, PA",PA,98.9,"Doylestown, PA",1001 to 5000 employees,-1,Vehicle Dealers
1130,SQL Data Analyst,$41 ,"Zachary Piper Solutions, LLC
3.9","Horsham, PA",PA,98.9,"Mc Lean, VA",51 to 200 employees,2011,Enterprise Software & Network Solutions
1131,Business/Data Analyst,$41 ,"Infinity Consulting Solutions
3.4","Wilmington, DE",DE,101.3,"New York, NY",501 to 1000 employees,2001,Staffing & Outsourcing
1132,Data and Information Analyst,$41 ,"PMHCC, Inc.
2.4","Philadelphia, PA",PA,98.9,"Philadelphia, PA",501 to 1000 employees,1987,Health Care Services & Hospitals
1133,Data Analyst,$41 ,"Angeion Group
3.2","Chester Township, PA",PA,98.9,"Philadelphia, PA",1 to 50 employees,-1,Consulting
1134,Data Analyst,$41 ,"iTech Solutions, Inc
3.8","Conshohocken, PA",PA,98.9,"Farmington, CT",51 to 200 employees,1995,Staffing & Outsourcing
1135,Data Analyst,$41 ,"AccessLex Institute
2.6","West Chester, PA",PA,98.9,"West Chester, PA",51 to 200 employees,-1,Colleges & Universities
1136,Senior CX Data Analyst,$41 ,"Vanguard
3.2","Malvern, PA",PA,98.9,"Malvern, PA",10000+ employees,1975,Investment Banking & Asset Management
1137,"Senior Data Management Analyst, Enterprise Data Management, OCDO",$41 ,"TD Bank
3.9","Mount Laurel, NJ",NJ,102,"Toronto, Canada",10000+ employees,1855,Banks & Credit Unions
1138,Vertical Lift Data Exploitation Analyst,$41 ,"Boeing
3.7","Ridley Park, PA",PA,98.9,"Chicago, IL",10000+ employees,1916,Aerospace & Defense
1139,Data Governance Analyst,$41 ,"TeamSoft
4.7","Wayne, PA",PA,98.9,"Middleton, WI",201 to 500 employees,1996,IT Services
1140,Business Data Analyst,$41 ,"Freedom Mortgage
4.2","Mount Laurel, NJ",NJ,102,"Mount Laurel, NJ",1001 to 5000 employees,1990,Investment Banking & Asset Management
1141,Business Analyst - Data Science & SQL,$41 ,"Computer Enterprises, Inc.
3.5","Philadelphia, PA",PA,98.9,"Pittsburgh, PA",501 to 1000 employees,1992,IT Services
1142,Lead Geophysical Data Analyst,$41 ,"Weston Solutions Inc.
3.5","West Chester, PA",PA,98.9,"West Chester, PA",1001 to 5000 employees,1957,Oil & Gas Services
1143,Sales Data Analyst,$41 ,"McGrath Systems
3.7","Berwyn, PA",PA,98.9,"Blue Bell, PA",1 to 50 employees,2005,Staffing & Outsourcing
1144,Data Analyst,$41 ,DL Staffing Solutions,"Newtown, PA",PA,98.9,-1,-1,-1,-1
1145,Business Analyst/Data Domain Expert,$41 ,"Numeric, LLC
3.2","Philadelphia, PA",PA,98.9,"Chadds Ford, PA",1 to 50 employees,-1,Staffing & Outsourcing
1146,Junior Data Analyst - SQL Programmer,$41 ,"TechUSA
2.7","Philadelphia, PA",PA,98.9,"Millersville, MD",1001 to 5000 employees,1998,Staffing & Outsourcing
1147,Data Analyst,$41 ,"Piper Companies
4.5","Horsham, PA",PA,98.9,"Mc Lean, VA",201 to 500 employees,2011,Staffing & Outsourcing
1148,Business / Data Analyst,$41 ,"Kforce
4.1","Wilmington, DE",DE,101.3,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing
1149,"Business Analyst with Data domain,media",$41 ,LiveMindz,"Philadelphia, PA",PA,98.9,"Dallas, TX",51 to 200 employees,-1,-1
1150,Data Analyst,$41 ,"Zachary Piper Solutions, LLC
3.9","Horsham, PA",PA,98.9,"Mc Lean, VA",51 to 200 employees,2011,Enterprise Software & Network Solutions
1151,Senior Data Analyst,$41 ,"A2C Consulting
3.6","Philadelphia, PA",PA,98.9,"Philadelphia, PA",1 to 50 employees,1994,Consulting
600,Data Analyst Junior,$40 ,"Staffigo Technical Services, LLC
5.0","Los Angeles, CA",CA,102.9,"Woodridge, IL",51 to 200 employees,2008,IT Services
601,"Customer Insights Manager, Senior Data Analyst | Mobile",$40 ,Elever Professional,"Los Angeles, CA",CA,102.9,"Austin, TX",1 to 50 employees,-1,-1
602,Research Sr. Data Analyst - Kaiser Permanente Bernard J. Tyson School of Medicine,$40 ,"Kaiser Permanente
4.0","Pasadena, CA",CA,102.9,"Oakland, CA",10000+ employees,1945,Health Care Services & Hospitals
603,"Senior Business Technology Analyst - Big Data (Los Angeles area, CA)",$40 ,"ZS Associates
3.8","Los Angeles, CA",CA,102.9,"Evanston, IL",5001 to 10000 employees,1983,Consulting
604,Financial Data Analyst,$40 ,"Tecolote Research
3.8","El Segundo, CA",CA,102.9,"Goleta, CA",501 to 1000 employees,1973,Aerospace & Defense
605,Enterprise Data Quality Analyst - EDM,$40 ,"City National Bank
3.6","Los Angeles, CA",CA,102.9,"Los Angeles, CA",1001 to 5000 employees,1954,Banks & Credit Unions
606,Survey Data Analyst,$40 ,"Cypress HCM
4.9","Los Angeles, CA",CA,102.9,"Walnut Creek, CA",51 to 200 employees,2005,Staffing & Outsourcing
607,Data Analyst/SQL/Healthcare Or Medical OR Clinical,$40 ,"Infonex Technologies, Inc.","Pasadena, CA",CA,102.9,"Santa Clara, CA",Unknown,-1,-1
608,Data Analyst Manager,$40 ,Oakwood Search - CHURN,"Los Angeles, CA",CA,102.9,-1,-1,-1,-1
609,Enterprise Data Analyst,$40 ,"City National Bank
3.6","Los Angeles, CA",CA,102.9,"Los Angeles, CA",1001 to 5000 employees,1954,Banks & Credit Unions
610,MEDIA DATA ANALYST,$40 ,Bloom Ads Global Media Group,"Los Angeles, CA",CA,102.9,-1,-1,-1,-1
611,Data Analyst - Personalization,$40 ,"Internet Brands, Inc.
3.4","Los Angeles, CA",CA,102.9,"El Segundo, CA",1001 to 5000 employees,1998,Internet
612,Data Systems Analyst III,$40 ,ESP Legal,"Los Angeles, CA",CA,102.9,-1,-1,-1,-1
613,Data Analyst / Developer,$40 ,"Kforce
4.1","Los Angeles, CA",CA,102.9,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing
614,Senior Data Bi Analyst,$40 ,"Apollo Medical Holdings, Inc.
3.4","Alhambra, CA",CA,102.9,"Sandy, UT",1 to 50 employees,-1,-1
615,"Operations Analyst, Data Governance",$40 ,"Turner Broadcasting
3.7","Burbank, CA",CA,102.9,"New York, NY",10000+ employees,2003,TV Broadcast & Cable Networks
616,"Analyst, Data (Pharmacy & SQL)",$40 ,"Molina Healthcare
3.1","Long Beach, CA",CA,102.9,"Long Beach, CA",10000+ employees,1980,Insurance Carriers
617,"Sr. Business Analyst, Data Science and Analytics",$40 ,"Beautycounter
3.0","Santa Monica, CA",CA,102.9,"Santa Monica, CA",201 to 500 employees,2013,"Health, Beauty, & Fitness"
618,Enterprise Data Quality Analyst - EDM,$40 ,"Genuent
3.5","Los Angeles, CA",CA,102.9,"Houston, TX",201 to 500 employees,2006,Staffing & Outsourcing
619,Microsoft Dynamics CRM Data Analyst,$40 ,"IBM
3.7","Los Angeles, CA",CA,102.9,"Armonk, NY",10000+ employees,1911,IT Services
620,"Marketing Data Analyst, Teleflora",$40 ,"The Wonderful Company LLC
3.6","Los Angeles, CA",CA,102.9,"Los Angeles, CA",5001 to 10000 employees,1980,Consumer Products Manufacturing
621,Senior Customer Data Analyst : 20,$40 ,"Akraya Inc.
4.6","Los Angeles, CA",CA,102.9,"Santa Clara, CA",51 to 200 employees,2001,Staffing & Outsourcing
622,REMOTE Data Analyst - POWER BI+MONGO+ DAX EXPERIENCE,$40 ,Catasys Health,"Santa Monica, CA",CA,102.9,-1,-1,-1,-1
623,Senior Data Analyst - User Growth,$40 ,"TikTok
3.8","Los Angeles, CA",CA,102.9,"Los Angeles, CA",1001 to 5000 employees,2016,Internet
624,Automotive Data Analyst,$40 ,"MotorTrend Group
2.7","El Segundo, CA",CA,102.9,"Los Angeles, CA",501 to 1000 employees,1948,TV Broadcast & Cable Networks
625,Data Analyst - Product,$40 ,"Mercury Insurance Group
3.4","Brea, CA",CA,102.9,"Los Angeles, CA",1001 to 5000 employees,1961,Insurance Carriers
626,"Sr. Analyst, Data",$40 ,"Molina Healthcare
3.1","Long Beach, CA",CA,102.9,"Long Beach, CA",10000+ employees,1980,Insurance Carriers
627,Senior Data Insights Analyst,$40 ,Endpoint Closing,"El Segundo, CA",CA,102.9,"El Segundo, CA",1 to 50 employees,-1,-1
1760,Data Analyst,$40 ,"CyberCoders
4.2","Columbus, OH",OH,89.4,"Irvine, CA",201 to 500 employees,1999,Staffing & Outsourcing
1761,Data Analyst,$40 ,"Olive
3.6","Columbus, OH",OH,89.4,"Columbus, OH",201 to 500 employees,2012,Enterprise Software & Network Solutions
1762,Data Analyst-Quality Improvement Services,$40 ,"Nationwide Children's Hospital
3.7","Columbus, OH",OH,89.4,"Columbus, OH",10000+ employees,1892,Health Care Services & Hospitals
1763,Data Analyst,$40 ,"The Paragon Group
2.9","Columbus, OH",OH,89.4,"SUNDERLAND, United Kingdom",1001 to 5000 employees,1985,Banks & Credit Unions
1764,Fraud Data Analyst,$40 ,"Abercrombie & Fitch Co.
3.5","Columbus, OH",OH,89.4,"New Albany, OH",10000+ employees,1892,"Department, Clothing, & Shoe Stores"
1765,Software Engineer - Data Analyst,$40 ,"JPMorgan Chase
3.9","Columbus, OH",OH,89.4,"New York, NY",10000+ employees,1799,Investment Banking & Asset Management
1766,Data Analyst,$40 ,Beacon Hill Technologies,"Columbus, OH",OH,89.4,-1,-1,-1,-1
1767,Business Data Analyst,$40 ,"DHL
3.8","Westerville, OH",OH,89.4,"Bonn, Germany",10000+ employees,1969,Logistics & Supply Chain
1768,Business Analyst / Data Scientist Manager,$40 ,"Abbott Laboratories
3.6","Columbus, OH",OH,89.4,"Abbott Park, IL",10000+ employees,1888,Health Care Services & Hospitals
1769,Junior Data Analyst,$40 ,"Staffigo Technical Services, LLC
5.0","Columbus, OH",OH,89.4,"Woodridge, IL",51 to 200 employees,2008,IT Services
1770,Program Data Analyst,$40 ,"Economic and Community Development Institute
2.3","Columbus, OH",OH,89.4,"Columbus, OH",1 to 50 employees,-1,Lending
1771,Business Data Analyst - I,$40 ,"Avacend, Inc.
2.5","Hilliard, OH",OH,89.4,"Alpharetta, GA",51 to 200 employees,-1,Staffing & Outsourcing
1772,Planning Analyst - Data Resource Center,$40 ,"Nationwide Children's Hospital
3.7","Columbus, OH",OH,89.4,"Columbus, OH",10000+ employees,1892,Health Care Services & Hospitals
1773,Data Analyst,$40 ,"Data Systems Integration Group Inc
2.8","Columbus, OH",OH,89.4,"Dublin, OH",1 to 50 employees,-1,Accounting
1774,Data Analyst,$40 ,"Staffigo Technical Services, LLC
5.0","Columbus, OH",OH,89.4,"Woodridge, IL",51 to 200 employees,2008,IT Services
1775,"Data Analyst II(Claims,SQL,Billing,Healthcare)",$40 ,"Buckeye Health Plan
3.4","Columbus, OH",OH,89.4,"Columbus, OH",1001 to 5000 employees,2004,Health Care Services & Hospitals
1776,Data Analyst,$40 ,"Beacon Hill Staffing Group
4.5","Columbus, OH",OH,89.4,"Boston, MA",501 to 1000 employees,2000,Staffing & Outsourcing
1777,"Data Analyst II(Claims,SQL,Billing,Healthcare)",$40 ,"Buckeye Community Health Plan
3.4","Columbus, OH",OH,89.4,"Dayton, OH",51 to 200 employees,-1,-1
1778,Financial Data Analyst,$40 ,"Aspen Careers, LLC","Columbus, OH",OH,89.4,-1,-1,-1,-1
1779,Data Validation Analyst,$40 ,"Revel IT
5.0","Dublin, OH",OH,89.4,"Dublin, OH",201 to 500 employees,1997,IT Services
1780,Data Analyst,$40 ,"UNICON International, Inc
4.5","Columbus, OH",OH,89.4,"Los Angeles, CA",1 to 50 employees,-1,-1
1781,"JPSC-7975 - Data Analyst Lead- Columbus, OH (LOCAL CANDIDATES ONLY)",$40 ,"Avani Technology Solutions
4.5","Columbus, OH",OH,89.4,"Rochester, NY",501 to 1000 employees,2008,IT Services
1782,Data Statistics Analyst PFK - Care Coordination,$40 ,"Nationwide Children's Hospital
3.7","Columbus, OH",OH,89.4,"Columbus, OH",10000+ employees,1892,Health Care Services & Hospitals
1783,Data Analyst Junior,$40 ,"Staffigo Technical Services, LLC
5.0","Columbus, OH",OH,89.4,"Woodridge, IL",51 to 200 employees,2008,IT Services
1784,Analyst: Data Analytics,$40 ,"Avacend, Inc.
2.5","Hilliard, OH",OH,89.4,"Alpharetta, GA",51 to 200 employees,-1,Staffing & Outsourcing
1785,Information Security and Data Protection Analyst,$40 ,"Amyx, Inc.
4.0","Columbus, OH",OH,89.4,"Reston, VA",501 to 1000 employees,1999,IT Services
1786,Technical Data Analyst,$40 ,"Dedicated Tech Services, Inc.
4.5","Dublin, OH",OH,89.4,"Columbus, OH",1 to 50 employees,2008,IT Services
1787,"Data Scientist/Programmer, Sr. Analyst - Abbott Nutrition - Columbus, OH",$40 ,"Abbott
3.6","Columbus, OH",OH,89.4,"Abbott Park, IL",10000+ employees,1888,Health Care Services & Hospitals
283,"Healthcare Analyst, Claims/Encounter Data",$40 ,"Healthfirst
3.1","New York, NY",NY,100.1,"New York, NY",1001 to 5000 employees,1993,Insurance Carriers
284,Data Analyst,$40 ,Jay Hill Repairs,"Fairfield, NJ",NJ,102,"Fairfield, NJ",1 to 50 employees,-1,Commercial Equipment Repair & Maintenance
285,TX Healthcare Data/Reporting Analyst,$40 ,"SAT Healthcare
3.5","New York, NY",NY,100.1,"Santa Clara, CA",201 to 500 employees,2002,Health Care Services & Hospitals
286,Senior Data Analyst - Regulatory Reporting,$40 ,"American CyberSystems
4.0","New York, NY",NY,100.1,"Duluth, GA",10000+ employees,1998,IT Services
287,Senior Specialist Data Analyst,$40 ,"The Bank of New York Mellon
3.2","New York, NY",NY,100.1,"New York, NY",10000+ employees,1784,Investment Banking & Asset Management
288,SQL Report Developer Data Analyst,$40 ,"M&T Bank Corporation
3.3","New York, NY",NY,100.1,"Buffalo, NY",10000+ employees,1856,Banks & Credit Unions
289,Clinical Data Analyst,$40 ,SoluStaff,"Brooklyn, NY",NY,100.1,"Erdenheim, PA",1 to 50 employees,-1,IT Services
290,"Data Analyst,, Sales Operations - Oracle Data Cloud",$40 ,"Oracle
3.6","New York, NY",NY,100.1,"Redwood City, CA",10000+ employees,1977,Enterprise Software & Network Solutions
291,Data Analyst - Machine Learning,$40 ,Equation Staffing,"New York, NY",NY,100.1,"Calgary, Canada",1 to 50 employees,-1,-1
292,"Senior Analyst, Data Analytics",$40 ,"CMI/Compas
3.6","New York, NY",NY,100.1,"King of Prussia, PA",501 to 1000 employees,1989,Advertising & Marketing
293,Senior Data Analyst (Product),$40 ,"AbleTo
4.3","New York, NY",NY,100.1,"New York, NY",51 to 200 employees,2008,Health Care Services & Hospitals
294,Senior Data Analyst - Data Cataloging / Data Profiling,$40 ,"Reliable Software Resources
4.0","New York, NY",NY,100.1,"Northville, MI",501 to 1000 employees,2004,IT Services
